ResponseId,Age,Gender,Sexuality,Country,EdLevel,LearnCode,Employment,ConvertedCompYearly,YearsLearnPro,Degree
72141,35-44 years old,Man,Straight / Heterosexual,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,32964.0,4.0,Yes
72152,25-34 years old,Man,LGBT / Non-hetero,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,23364.0,5.0,Yes
72156,18-24 years old,Woman,LGBT / Non-hetero,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,8244.0,14.0,Yes
72165,25-34 years old,Man,Straight / Heterosexual,Chile,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,33120.0,2.0,Yes
72170,25-34 years old,Man,Straight / Heterosexual,Brazil,Primary/elementary school,Non-traditional,"Independent contractor, freelancer, or self-employed",2748.0,5.0,No
72171,18-24 years old,Man,Straight / Heterosexual,Argentina,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Both,Student,,,No
72175,18-24 years old,Man,Straight / Heterosexual,Argentina,"Professional degree (JD, MD, etc.)",Non-traditional,Not employed,,,Yes
72176,25-34 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,,5.0,Yes
72178,Under 18 years old,Man,Straight / Heterosexual,Brazil,Primary/elementary school,Non-traditional,Student,,,No
72181,35-44 years old,Other,LGBT / Non-hetero,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Not employed,,,Yes
72191,> 45 years old,Man,Straight / Heterosexual,Brazil,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Traditional,Employed,43980.0,5.0,Yes
72198,35-44 years old,Man,Straight / Heterosexual,Spain,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Non-traditional,Employed,23352.0,13.0,No
72211,35-44 years old,Man,Straight / Heterosexual,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,64859.0,4.0,Yes
72212,25-34 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,13740.0,3.0,Yes
72233,25-34 years old,Man,Straight / Heterosexual,Ecuador,"Professional degree (JD, MD, etc.)",Non-traditional,Not employed,,,Yes
72239,Under 18 years old,Man,Straight / Heterosexual,Brazil,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Non-traditional,Not employed,,,No
72255,18-24 years old,Man,Straight / Heterosexual,Paraguay,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Non-traditional,Employed,,,No
72268,25-34 years old,Man,Straight / Heterosexual,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,23808.0,5.0,Yes
72273,18-24 years old,Man,Straight / Heterosexual,Spain,Some college/university study without earning a degree,Both,Employed,27565.0,1.0,No
72274,25-34 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,19236.0,6.0,Yes
72276,25-34 years old,Man,Straight / Heterosexual,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Traditional,Employed,26496.0,8.0,Yes
72277,18-24 years old,Man,LGBT / Non-hetero,Brazil,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Both,Employed,,,No
72299,25-34 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,11880.0,4.0,Yes
72304,35-44 years old,Man,Straight / Heterosexual,Brazil,Some college/university study without earning a degree,Non-traditional,Employed,13740.0,4.0,No
72310,18-24 years old,Man,LGBT / Non-hetero,Chile,Some college/university study without earning a degree,Both,"Independent contractor, freelancer, or self-employed",,3.0,No
72312,25-34 years old,Man,Straight / Heterosexual,Brazil,"Associate degree (A.A., A.S., etc.)",Non-traditional,Employed,8796.0,2.0,Yes
72323,25-34 years old,Man,Straight / Heterosexual,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Non-traditional,Employed,56211.0,8.0,Yes
72324,25-34 years old,Man,Straight / Heterosexual,Mexico,"Other doctoral degree (Ph.D., Ed.D., etc.)",Both,Employed,38784.0,5.0,Yes
72339,35-44 years old,Man,Straight / Heterosexual,Argentina,Some college/university study without earning a degree,Non-traditional,Student,,,No
72344,25-34 years old,Other,LGBT / Non-hetero,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Non-traditional,"Independent contractor, freelancer, or self-employed",75669.0,11.0,Yes
72350,25-34 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,"Independent contractor, freelancer, or self-employed",,4.0,Yes
72354,> 45 years old,Man,Straight / Heterosexual,Chile,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Both,Employed,125439.0,0.0,Yes
72356,> 45 years old,Man,LGBT / Non-hetero,Peru,Some college/university study without earning a degree,Non-traditional,Employed,75000.0,0.0,No
72359,> 45 years old,Man,Straight / Heterosexual,Brazil,"Other doctoral degree (Ph.D., Ed.D., etc.)",Both,Employed,296604.0,1.0,Yes
72362,25-34 years old,Woman,Straight / Heterosexual,Chile,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,30000.0,7.0,Yes
72372,18-24 years old,Man,Straight / Heterosexual,Brazil,Primary/elementary school,Traditional,Not employed,,,No
72386,25-34 years old,Woman,Straight / Heterosexual,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,53865.0,5.0,Yes
72398,> 45 years old,Man,Straight / Heterosexual,Colombia,Some college/university study without earning a degree,Both,Not employed,,,No
72403,25-34 years old,Man,LGBT / Non-hetero,Spain,Some college/university study without earning a degree,Both,Employed,12972.0,1.0,No
72407,18-24 years old,Man,Straight / Heterosexual,Argentina,Some college/university study without earning a degree,Non-traditional,Student,,,No
72414,18-24 years old,Woman,Straight / Heterosexual,Brazil,Some college/university study without earning a degree,Both,Employed,10992.0,7.0,No
72415,25-34 years old,Man,Straight / Heterosexual,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,,7.0,Yes
72423,18-24 years old,Man,Straight / Heterosexual,Brazil,Some college/university study without earning a degree,Traditional,Student,,,No
72444,25-34 years old,Man,LGBT / Non-hetero,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,28440.0,4.0,Yes
72445,25-34 years old,Man,Straight / Heterosexual,Argentina,Some college/university study without earning a degree,Non-traditional,Employed,18348.0,1.0,No
72446,> 45 years old,Man,Straight / Heterosexual,Argentina,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,"Independent contractor, freelancer, or self-employed",54000.0,7.0,Yes
72451,18-24 years old,Man,LGBT / Non-hetero,Spain,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Non-traditional,Student,,,No
72462,Under 18 years old,Man,Straight / Heterosexual,Mexico,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Both,Student,,,No
72473,25-34 years old,Man,LGBT / Non-hetero,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Traditional,Employed,45252.0,6.0,Yes
72482,18-24 years old,Man,Straight / Heterosexual,Brazil,"Associate degree (A.A., A.S., etc.)",Non-traditional,Student,,,Yes
72483,25-34 years old,Man,Straight / Heterosexual,Argentina,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,38928.0,1.0,Yes
72484,18-24 years old,Man,LGBT / Non-hetero,Brazil,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Both,Student,,,No
72486,> 45 years old,Man,Straight / Heterosexual,Brazil,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Traditional,Employed,34131.0,6.0,Yes
72501,35-44 years old,Man,LGBT / Non-hetero,Chile,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Traditional,Employed,,5.0,Yes
72511,Under 18 years old,Man,LGBT / Non-hetero,Colombia,Some college/university study without earning a degree,Non-traditional,Student,,,No
72512,Under 18 years old,Man,Straight / Heterosexual,Brazil,Primary/elementary school,Non-traditional,Student,,,No
72533,25-34 years old,Man,LGBT / Non-hetero,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,52680.0,3.0,Yes
72539,> 45 years old,Man,Straight / Heterosexual,Brazil,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Non-traditional,Employed,28860.0,3.0,Yes
72605,25-34 years old,Man,Straight / Heterosexual,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Not employed,,,Yes
72615,25-34 years old,Man,Straight / Heterosexual,Mexico,Some college/university study without earning a degree,Both,Student,,,No
72629,25-34 years old,Man,Straight / Heterosexual,Mexico,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Both,"Independent contractor, freelancer, or self-employed",107730.0,3.0,Yes
72680,25-34 years old,Man,Straight / Heterosexual,Mexico,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Traditional,Student,,,Yes
72695,35-44 years old,Man,Straight / Heterosexual,Brazil,Some college/university study without earning a degree,Non-traditional,Employed,4260.0,0.0,No
72703,18-24 years old,Man,LGBT / Non-hetero,Brazil,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Non-traditional,Employed,,8.0,No
72795,25-34 years old,Man,Straight / Heterosexual,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,14268.0,6.0,Yes
72881,18-24 years old,Man,Straight / Heterosexual,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,51887.0,5.0,Yes
72889,> 45 years old,Man,Straight / Heterosexual,Spain,"Professional degree (JD, MD, etc.)",Non-traditional,Employed,35672.0,7.0,Yes
72893,35-44 years old,Woman,LGBT / Non-hetero,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Student,,,Yes
72944,25-34 years old,Man,Straight / Heterosexual,Spain,Something else,Both,Employed,43239.0,2.0,No
72969,35-44 years old,Man,Straight / Heterosexual,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,32429.0,15.0,Yes
72978,35-44 years old,Man,Straight / Heterosexual,Spain,"Professional degree (JD, MD, etc.)",Non-traditional,Employed,12972.0,3.0,Yes
72979,> 45 years old,Man,Straight / Heterosexual,Mexico,Some college/university study without earning a degree,Non-traditional,"Independent contractor, freelancer, or self-employed",,10.0,No
72993,35-44 years old,Man,Straight / Heterosexual,Brazil,"Other doctoral degree (Ph.D., Ed.D., etc.)",Non-traditional,Employed,45814.0,6.0,Yes
73019,35-44 years old,Man,Straight / Heterosexual,Spain,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Non-traditional,Employed,21620.0,27.0,No
73066,25-34 years old,Man,LGBT / Non-hetero,Spain,Some college/university study without earning a degree,Non-traditional,"Independent contractor, freelancer, or self-employed",,0.0,No
73071,18-24 years old,Man,Straight / Heterosexual,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,15512.0,5.5,Yes
73086,25-34 years old,Man,Straight / Heterosexual,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Traditional,Employed,16860.0,6.0,Yes
73093,Under 18 years old,Man,LGBT / Non-hetero,Chile,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Non-traditional,Student,,,No
73125,25-34 years old,Man,Straight / Heterosexual,Spain,"Associate degree (A.A., A.S., etc.)",Non-traditional,Employed,,6.0,Yes
73139,35-44 years old,Man,Straight / Heterosexual,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Non-traditional,"Independent contractor, freelancer, or self-employed",1816044.0,3.0,Yes
73202,25-34 years old,Man,Straight / Heterosexual,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,33510.0,5.0,Yes
73232,25-34 years old,Man,LGBT / Non-hetero,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,39904.0,1.0,Yes
73241,Under 18 years old,Man,Straight / Heterosexual,Spain,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Non-traditional,Student,,,No
73279,18-24 years old,Man,Straight / Heterosexual,Brazil,Some college/university study without earning a degree,Non-traditional,Employed,22260.0,2.0,No
73282,35-44 years old,Other,LGBT / Non-hetero,Spain,Some college/university study without earning a degree,Non-traditional,"Independent contractor, freelancer, or self-employed",,2.0,No
73298,18-24 years old,Man,Straight / Heterosexual,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,18156.0,4.5,Yes
73344,18-24 years old,Man,Straight / Heterosexual,Spain,Some college/university study without earning a degree,Both,Employed,16860.0,4.5,No
73346,35-44 years old,Man,Straight / Heterosexual,Brazil,Some college/university study without earning a degree,Non-traditional,Employed,17318.0,19.5,No
73363,25-34 years old,Man,Straight / Heterosexual,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Traditional,Employed,39996.0,8.0,Yes
73364,18-24 years old,Man,LGBT / Non-hetero,Spain,Some college/university study without earning a degree,Non-traditional,Student,,,No
73366,35-44 years old,Man,LGBT / Non-hetero,Spain,"Professional degree (JD, MD, etc.)",Both,Employed,38916.0,10.0,Yes
73377,35-44 years old,Man,LGBT / Non-hetero,Brazil,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Both,"Independent contractor, freelancer, or self-employed",19236.0,2.0,Yes
73400,18-24 years old,Man,Straight / Heterosexual,Spain,Some college/university study without earning a degree,Non-traditional,Student,,,No
73411,25-34 years old,Man,Straight / Heterosexual,Argentina,"Professional degree (JD, MD, etc.)",Non-traditional,Employed,29196.0,1.0,Yes
73413,25-34 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,,4.0,Yes
73431,Under 18 years old,Man,Straight / Heterosexual,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Student,,,Yes
73442,18-24 years old,Man,Straight / Heterosexual,Ecuador,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Not employed,,,Yes
73473,35-44 years old,Man,LGBT / Non-hetero,Argentina,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Non-traditional,Employed,15000.0,14.0,Yes
73479,25-34 years old,Man,Straight / Heterosexual,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,49725.0,10.0,Yes
73484,25-34 years old,Man,Straight / Heterosexual,Spain,"Professional degree (JD, MD, etc.)",Non-traditional,Employed,19452.0,2.0,Yes
73490,35-44 years old,Man,LGBT / Non-hetero,Argentina,"Professional degree (JD, MD, etc.)",Non-traditional,Employed,29196.0,10.0,Yes
73512,18-24 years old,Man,Straight / Heterosexual,Spain,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Non-traditional,Employed,118908.0,4.0,No
73513,18-24 years old,Woman,Straight / Heterosexual,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,,4.0,Yes
73516,18-24 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,6732.0,4.0,Yes
73552,25-34 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,,,Yes
73558,25-34 years old,Man,Straight / Heterosexual,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Non-traditional,Employed,37294.0,0.0,Yes
73562,25-34 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,4944.0,3.0,Yes
73575,18-24 years old,Man,Straight / Heterosexual,Brazil,"Associate degree (A.A., A.S., etc.)",Non-traditional,Employed,4128.0,3.5,Yes
73584,25-34 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,9624.0,4.0,Yes
73601,25-34 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,33398.0,3.0,Yes
73617,35-44 years old,Man,Straight / Heterosexual,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Non-traditional,Employed,56211.0,10.0,Yes
73622,Under 18 years old,Man,LGBT / Non-hetero,Brazil,Something else,Non-traditional,Student,,,No
73631,35-44 years old,Man,Straight / Heterosexual,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Non-traditional,Employed,56211.0,10.0,Yes
73639,25-34 years old,Man,Straight / Heterosexual,Brazil,"Professional degree (JD, MD, etc.)",Traditional,Employed,27492.0,3.0,Yes
73646,18-24 years old,Man,LGBT / Non-hetero,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Both,Employed,18156.0,4.0,Yes
73677,35-44 years old,Man,Straight / Heterosexual,Spain,"Other doctoral degree (Ph.D., Ed.D., etc.)",Both,"Independent contractor, freelancer, or self-employed",25944.0,4.0,Yes
73682,25-34 years old,Man,Straight / Heterosexual,Argentina,Some college/university study without earning a degree,Non-traditional,Employed,25296.0,3.0,No
73684,25-34 years old,Man,Straight / Heterosexual,Colombia,"Professional degree (JD, MD, etc.)",Non-traditional,Employed,21192.0,5.0,Yes
73689,35-44 years old,Man,Straight / Heterosexual,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,"Independent contractor, freelancer, or self-employed",64859.0,3.0,Yes
73747,35-44 years old,Man,Straight / Heterosexual,Brazil,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Non-traditional,"Independent contractor, freelancer, or self-employed",22907.0,2.0,Yes
73748,35-44 years old,Man,LGBT / Non-hetero,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,27492.0,7.0,Yes
73779,35-44 years old,Man,LGBT / Non-hetero,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,30240.0,7.0,Yes
73781,Under 18 years old,Man,Straight / Heterosexual,Spain,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Non-traditional,Student,,,No
73787,18-24 years old,Other,LGBT / Non-hetero,Spain,Some college/university study without earning a degree,Both,Student,,,No
73791,18-24 years old,Man,Straight / Heterosexual,Brazil,Something else,Non-traditional,Employed,13740.0,1.0,No
73824,18-24 years old,Man,LGBT / Non-hetero,Mexico,Some college/university study without earning a degree,Non-traditional,Student,,,No
73837,25-34 years old,Man,LGBT / Non-hetero,Costa Rica,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,25380.0,4.0,Yes
73844,18-24 years old,Man,LGBT / Non-hetero,Uruguay,Some college/university study without earning a degree,Both,Employed,11664.0,3.0,No
73860,Under 18 years old,Man,Straight / Heterosexual,Brazil,Primary/elementary school,Non-traditional,Not employed,,,No
73869,18-24 years old,Man,Straight / Heterosexual,Brazil,Some college/university study without earning a degree,Non-traditional,Employed,27488.0,3.0,No
73870,35-44 years old,Man,LGBT / Non-hetero,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,,8.0,Yes
73874,25-34 years old,Woman,Straight / Heterosexual,Brazil,"Associate degree (A.A., A.S., etc.)",Non-traditional,Employed,11268.0,2.0,Yes
73885,18-24 years old,Man,LGBT / Non-hetero,Spain,Some college/university study without earning a degree,Both,Student,,,No
73887,18-24 years old,Man,Straight / Heterosexual,El Salvador,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Both,Student,,,No
73894,35-44 years old,Man,Straight / Heterosexual,Argentina,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Non-traditional,Employed,38928.0,5.0,Yes
73950,25-34 years old,Man,Straight / Heterosexual,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,36192.0,4.0,Yes
73958,25-34 years old,Man,Straight / Heterosexual,Chile,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,,7.0,Yes
74001,18-24 years old,Man,Straight / Heterosexual,Spain,Some college/university study without earning a degree,Non-traditional,Student,,,No
74004,Under 18 years old,Man,Straight / Heterosexual,Spain,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Non-traditional,Student,,,No
74010,25-34 years old,Man,LGBT / Non-hetero,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Traditional,Employed,32429.0,6.0,Yes
74011,Under 18 years old,Man,Straight / Heterosexual,Brazil,Primary/elementary school,Both,Student,,,No
74047,25-34 years old,Man,Straight / Heterosexual,Brazil,Some college/university study without earning a degree,Non-traditional,Employed,30240.0,4.0,No
74071,18-24 years old,Man,Straight / Heterosexual,Brazil,Some college/university study without earning a degree,Non-traditional,Student,,,No
74086,25-34 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,7692.0,6.5,Yes
74091,18-24 years old,Man,Straight / Heterosexual,Mexico,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Both,Student,,,No
74095,25-34 years old,Man,Straight / Heterosexual,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,97288.0,6.0,Yes
74122,25-34 years old,Man,LGBT / Non-hetero,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,45401.0,3.0,Yes
74134,> 45 years old,Man,Straight / Heterosexual,Argentina,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,48000.0,10.0,Yes
74139,18-24 years old,Man,Straight / Heterosexual,Brazil,Some college/university study without earning a degree,Both,Not employed,,,No
74148,25-34 years old,Man,Straight / Heterosexual,Bolivia,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Both,Employed,37200.0,8.0,Yes
74176,Under 18 years old,Man,Straight / Heterosexual,Spain,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Non-traditional,Student,,,No
74184,35-44 years old,Man,Straight / Heterosexual,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Both,Employed,,7.0,Yes
74192,25-34 years old,Man,LGBT / Non-hetero,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Traditional,Employed,,5.0,Yes
74195,35-44 years old,Man,Straight / Heterosexual,Brazil,"Other doctoral degree (Ph.D., Ed.D., etc.)",Traditional,Employed,48.0,0.0,Yes
74218,25-34 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,5208.0,11.0,Yes
74234,> 45 years old,Man,Straight / Heterosexual,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,38916.0,14.0,Yes
74248,18-24 years old,Man,LGBT / Non-hetero,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,,,Yes
74254,25-34 years old,Man,Straight / Heterosexual,Chile,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,40000.0,1.0,Yes
74259,25-34 years old,Man,Straight / Heterosexual,Argentina,Some college/university study without earning a degree,Non-traditional,Employed,54049.0,0.0,No
74293,25-34 years old,Man,Straight / Heterosexual,Colombia,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,24720.0,1.0,Yes
74298,35-44 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,41232.0,3.0,Yes
74301,18-24 years old,Man,LGBT / Non-hetero,Argentina,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Non-traditional,Not employed,,,No
74323,18-24 years old,Man,Straight / Heterosexual,Panama,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,12600.0,4.5,Yes
74326,18-24 years old,Man,Straight / Heterosexual,Guatemala,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Non-traditional,Not employed,,,No
74346,Under 18 years old,Man,Straight / Heterosexual,Mexico,Some college/university study without earning a degree,Non-traditional,Not employed,,,No
74357,18-24 years old,Man,LGBT / Non-hetero,Spain,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Both,Student,,,No
74364,25-34 years old,Man,Straight / Heterosexual,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Traditional,Employed,34584.0,6.0,Yes
74368,18-24 years old,Man,Straight / Heterosexual,Guatemala,Some college/university study without earning a degree,Both,Student,,,No
74379,35-44 years old,Man,Straight / Heterosexual,Spain,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Non-traditional,Employed,54049.0,6.0,Yes
74381,25-34 years old,Man,Straight / Heterosexual,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Traditional,Employed,1131150.0,2.0,Yes
74405,25-34 years old,Man,Straight / Heterosexual,Brazil,Some college/university study without earning a degree,Non-traditional,Employed,8244.0,3.0,No
74414,18-24 years old,Man,Straight / Heterosexual,Mexico,Some college/university study without earning a degree,Non-traditional,Employed,1944.0,5.5,No
74427,25-34 years old,Woman,Straight / Heterosexual,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,36972.0,5.0,Yes
74443,> 45 years old,Man,Straight / Heterosexual,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,"Independent contractor, freelancer, or self-employed",,0.0,Yes
74447,25-34 years old,Man,Straight / Heterosexual,Peru,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,28380.0,6.0,Yes
74470,25-34 years old,Man,Straight / Heterosexual,Ecuador,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,16000.0,4.0,Yes
74489,25-34 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,23364.0,5.0,Yes
74490,25-34 years old,Man,Straight / Heterosexual,Spain,Some college/university study without earning a degree,Non-traditional,Employed,54049.0,2.0,No
74492,25-34 years old,Man,LGBT / Non-hetero,Mexico,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Traditional,Employed,23808.0,5.0,Yes
74497,18-24 years old,Man,LGBT / Non-hetero,Brazil,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Both,Student,,,No
74508,25-34 years old,Man,Straight / Heterosexual,Chile,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,Employed,30108.0,13.0,Yes
74511,18-24 years old,Man,Straight / Heterosexual,Spain,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,29832.0,6.0,Yes
74512,Under 18 years old,Man,Straight / Heterosexual,Spain,Primary/elementary school,Non-traditional,Not employed,,,No
74515,18-24 years old,Man,LGBT / Non-hetero,Brazil,Something else,Non-traditional,Employed,13200.0,3.0,No
74534,35-44 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Both,"Independent contractor, freelancer, or self-employed",109956.0,0.0,Yes
74543,18-24 years old,Man,Straight / Heterosexual,Brazil,Some college/university study without earning a degree,Both,Employed,3156.0,4.0,No
74553,18-24 years old,Man,Straight / Heterosexual,Mexico,Some college/university study without earning a degree,Both,Employed,2268.0,1.0,No
74569,18-24 years old,Man,Straight / Heterosexual,Brazil,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Non-traditional,Employed,8748.0,1.0,Yes
